62,64
32,57
33,36
34,35
41,81
24,55
4,66
11,48
6,7
46,48
43,63
40,85
24,67
42,60
25,26
61,62
6,25
52,83
31,35
34,36
33,34
1,67
29,30
13,48
53,67
29,56
0,30
32,35
55,56
12,22
17,18
50,64
14,49
12,39
61,63
2,11
23,66
20,82
15,16
64,66
22,23
8,71
57,73
49,66
17,26
31,54
51,67
42,58
18,52
39,41
65,66
58,59
48,63
39,65
50,61
24,56
41,80
27,72
25,53
12,41
51,53
3,33
19,79
9,33
38,77
10,32
34,37
24,53
11,45
57,69
47,62
28,54
2,33
48,50
23,52
9,38
10,37
42,43
36,37
5,18
32,75
4,22
28,30
6,17
5,23
19,84
49,50
44,78
8,16
39,40
19,21
7,14
54,56
27,70
2,3
26,51
0,34
44,47
45,46
16,67
45,59
13,14
16,27
43,44
15,51
4,65
19,41
1,57
57,68
5,6
0,13
37,76
9,36
28,34
7,29
31,32
35,37
24,25
36,38
10,74
20,52
21,41
44,60
7,23
40,47
55,57
14,48
3,13
46,58
62,63
19,20
15,17
64,65
54,57
21,22
59,60
41,86
47,65
1,8
